,Id,App,Reviews,Rating,Current Version,Category,Type,Size,Price,Content Rating
7810,1094429166,Lifeline: Whiteout,4327,4.5,1.0.4,Games,Paid,68.1M,1.99$,Teen
7816,1094578154,成金電鉄-超ハマる放置系ゲーム,0,0.0,12.04,Games,Free,450.2M,0.0$,Teen
7817,1094580863,冒険ディグディグ（ドット絵ｘ放置ｘ冒険RPG）,0,0.0,1.1.7,Games,Free,55.5M,0.0$,Teen
7818,1094591345,Pokémon GO,257627,3.0,1.33.1,Games,Free,277.3M,0.0$,Teen
7819,1094603241,Flappy Hoopers: The Shooting Basketball Players,216,4.5,1.8,Games,Free,20.8M,0.0$,Everyone
7821,1094642753,Goo Saga,20,3.5,1.4,Games,Paid,115.5M,1.99$,Everyone
7823,1094663982,Championship Manager 17,154,4.0,1.3,Games,Free,78.7M,0.0$,Everyone 12+
7825,1094724185,Block Sky War (Luck of the Draw) : Mini Game With Worldwide Multiplayer,67,4.0,1.2,Games,Paid,103.4M,0.99$,Everyone 12+
7826,1094744773,"SwapperFace - Face Swap Free, Live Mask Effects",2,4.5,1.2,Photo & Video,Free,112.5M,0.0$,Teen
7827,1094833642,Melody Jams,81,4.0,2.0.6,Games,Paid,221.9M,2.99$,Everyone
7828,1094930513,FIFA Mobile Soccer,15365,4.0,6.0.1,Games,Free,83.4M,0.0$,Everyone
7830,1094977269,脱出ゲーム　Night Room,1,5.0,1.0.1,Games,Free,207.9M,0.0$,Everyone
7831,1095003754,Hoverboard Simulator - Night Drive,360,3.5,1.1,Games,Free,22.8M,0.0$,Everyone
7834,1095103225,高清影视-大片免费天天看,0,0.0,1.0.2,Utilities,Free,17.4M,0.0$,Adults only
7836,1095144783,Smart Baby ABC Games: Toddler Kids Learning Apps,6,5.0,1.0,Games,Paid,39.6M,2.99$,Everyone
7839,1095198288,VR RollerCoaster for Cardboard,7,4.5,0.8,Games,Paid,121.3M,2.99$,Everyone
7841,1095219324,无双小师妹-登录送橙将,0,0.0,1.0.14,Games,Free,650.0M,0.0$,Everyone 12+
7843,1095227160,Roof Jumping 3 Stunt Driver Parking Simulator an Extreme Real Car Racing Game,88,4.0,1.0.1,Games,Free,270.3M,0.0$,Everyone
7845,1095280287,My PlayHome Hospital,689,4.5,3.1.1,Entertainment,Paid,211.6M,2.99$,Everyone
7846,1095317943,Survivor: Prologue,2,5.0,1.0.7,Games,Free,53.2M,0.0$,Everyone 12+
7847,1095336248,Crazy Love Story - Wedding Dreams,337,4.0,1.9,Games,Free,128.9M,0.0$,Everyone
7849,1095459556,Nike+,5464,5.0,1.3.3,Shopping,Free,142.5M,0.0$,Everyone
7851,1095539172,Make7! Hexa Puzzle,3336,4.5,1.4.4,Games,Free,107.4M,0.0$,Everyone
7854,1095571204,KIXIFY - Buy & Sell Sneakers,1735,5.0,2.0.2,Shopping,Free,48.4M,0.0$,Everyone
7855,1095572547,Block! Hexa Puzzle,28524,4.5,1.4.0,Games,Free,126.3M,0.0$,Everyone
7856,1095581857,ひみつの出会い探しはバクアイ-無料の出会いチャットアプリで友達作り,13,5.0,1.6,Social Networking,Free,8.1M,0.0$,Adults only
7857,1095583219,【完全無料】おとな専用！出会い掲示板,0,0.0,1.0.2,Social Networking,Free,3.1M,0.0$,Adults only
7858,1095584799,大学生のための時間割,0,0.0,1.6,Education,Free,29.2M,0.0$,Everyone
7860,1095603248,秒速,0,0.0,1.0.1,Games,Free,12.4M,0.0$,Everyone
7861,1095604849,スカッと！脳トレ！ピッといん〜頭がよくなるブロックパズルゲーム〜,0,0.0,1.0,Games,Free,33.3M,0.0$,Everyone
7863,1095623181,Rio 2016 Olympic Games,1850,4.5,1.1.2,Games,Free,226.6M,0.0$,Everyone
7864,1095645600,You勇者 -HIKAKINとSEIKIN(ヒカキンとセイキン)と無料ロールプレイング,0,0.0,1.0.7,Games,Free,43.4M,0.0$,Everyone
7866,1095681176,Ninja Dude vs Zombies - endless tap 'n' slash zombie arcade game,104,4.0,1.2.1,Games,Free,80.1M,0.0$,Everyone 12+
7867,1095683899,Football Manager Mobile 2017,55,4.0,8.2.1,Games,Paid,1191.6M,8.99$,Everyone
7868,1095687767,Football Manager Touch 2017,61,4.0,17.3.1,Games,Paid,3304.9M,19.99$,Everyone
7869,1095694895,The Infinite Arcade by Tinybop,75,4.0,1.1.6,Education,Paid,202.0M,2.99$,Everyone
7871,1095781221,Vectradius,70,4.5,1.1.0,Games,Paid,23.0M,0.99$,Teen
7872,1095820384,Cognition Game,18,4.5,1.0.2,Games,Paid,175.1M,2.99$,Teen
7873,1095824296,Go Pug Go,184,4.5,1.1,Games,Free,62.8M,0.0$,Everyone
7875,1095884379,ぷかぷか,0,0.0,1.0.1,Games,Free,15.4M,0.0$,Everyone
7877,1095919153,ゲームセンター倶楽部,1,5.0,1.01,Games,Paid,106.0M,5.99$,Teen
7881,1096022095,Princess Libby's Perfect Beach Day,98,3.5,1.3,Games,Free,133.5M,0.0$,Everyone
7883,1096047800,任务客,0,0.0,1.2.0,Entertainment,Free,27.1M,0.0$,Adults only
7884,1096049715,Evo Explores,81,4.5,1.3.3,Games,Paid,157.7M,1.99$,Everyone
7886,1096168624,Cheer Updates,98,2.0,2.0.2,Sports,Paid,31.9M,1.99$,Everyone
7887,1096204046,Caterzillar,256,4.5,1.0,Games,Paid,69.7M,2.99$,Everyone
7889,1096287686,Lifeline: Crisis Line,167,4.0,1.0.0,Games,Paid,66.0M,1.99$,Teen
7898,1096454131,口袋电玩-经典街机游戏真人秀版•玩转全民疯狂欢乐火拼炸诈扎金花送斗牛牛麻将VIP,0,0.0,1.2,Games,Free,43.1M,0.0$,Everyone 12+
7900,1096464625,彩库宝典-【官方版】,0,0.0,1.2.0,Reference,Free,54.4M,0.0$,Adults only
7911,1096695328,蜀山诛魔纪-古装恋爱仙侠动作手游·MMO端游品质,1,5.0,1.1.2,Games,Free,307.6M,0.0$,Everyone
7912,1096756212,もじさがし,0,0.0,1.2.6,Games,Free,22.4M,0.0$,Everyone
7913,1096801294,Google Allo — smart messaging,862,3.5,11.0,Social Networking,Free,164.0M,0.0$,Adults only
7914,1096825045,Coin Dozer: Casino,2024,5.0,1.6,Games,Free,144.4M,0.0$,Everyone 12+
7915,1096834193,Apple TV Remote,1651,2.5,1.1.1,Entertainment,Free,12.1M,0.0$,Everyone
7916,1096918571,Google Duo - simple video calling,1033,4.0,12.0,Social Networking,Free,42.5M,0.0$,Everyone
7917,1096938298,Battleborn® Tap,1974,4.5,1.2.5,Games,Free,121.4M,0.0$,Everyone 12+
7918,1096964165,【完全無料】ソク出会える！ひみつフレ探し掲示板,0,0.0,1.0,Social Networking,Free,12.7M,0.0$,Adults only
7922,1097004394,Steps! - Hardest Action Game Ever!,13,4.5,1.6.1,Games,Free,90.4M,0.0$,Everyone
7927,1097025180,Fish Mania™,6038,5.0,1.0.418,Games,Free,134.5M,0.0$,Everyone
7931,1097094906,MagiMobile – Mighty Magiswords Collection App,553,3.5,1.0.5,Entertainment,Free,142.8M,0.0$,Teen
7932,1097114930,Tap Tap Builder,999,4.5,2.7.8,Games,Free,141.9M,0.0$,Everyone
7933,1097138041,Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE),89,3.5,1.0,Utilities,Paid,8.2M,1.99$,Everyone 12+
7934,1097148221,S ou SS,0,0.0,1.0.0,Education,Paid,4.6M,2.99$,Everyone
7935,1097172005,Slots: Hot Vegas Slot Machines - Free Slot Games,3938,5.0,1.121,Games,Free,155.6M,0.0$,Everyone 12+
7936,1097200146,Trump On The Run,2025,3.5,1.2,Games,Free,80.5M,0.0$,Everyone
7945,1097469600,Beyond 14,426,4.5,1.1.2,Games,Free,94.6M,0.0$,Everyone
7948,1097482356,Basketball Free Throw,24,4.0,1.5,Games,Free,106.1M,0.0$,Everyone
7951,1097492828,NOW直播—腾讯旗下全民直播平台,0,0.0,1.11.1,Social Networking,Free,108.3M,0.0$,Adults only
7952,1097520882,Tina's Diary: Spring Outing,134,4.5,1.1,Games,Free,92.6M,0.0$,Everyone
7953,1097564743,CRAZY CRAFT MOD EDITION FOR MINECRAFT PC GAME MODE,287,3.5,1.1,Entertainment,Paid,11.0M,0.99$,Teen
7955,1097587096,Diced - A Simple Puzzle Dice Game,53,4.5,1.3.6,Games,Free,51.7M,0.0$,Everyone
7960,1097724199,ぱちモンパズル〜簡単無料パズルRPGゲーム,0,0.0,1.1.2,Games,Free,63.6M,0.0$,Teen
7961,1097725920,Tomb Journey (Ancient ruins fantasy adventure),126,5.0,1.1.1,Games,Paid,73.6M,0.99$,Teen
7962,1097727390,VEHICLES & WEAPONS MODS for Minecraft Pc Guide,450,4.0,1.05,Entertainment,Paid,23.5M,1.99$,Everyone 12+
7964,1097737340,Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE,1,4.0,1.2,Sports,Paid,50.9M,2.99$,Everyone
7966,1097757301,Clash of Queens: Dragons Rise,820,4.5,2.0.3,Games,Free,160.0M,0.0$,Teen
7967,1097766064,Fancy Cakes - Endless Tasty Puzzle,147,4.5,1.1.6,Games,Free,199.4M,0.0$,Everyone
7968,1097821445,Mad City Gangs: Nice City,294,2.5,1.3.32,Games,Free,156.5M,0.0$,Everyone 12+
7969,1097825440,Juggernaut Champions,1193,4.5,1.5,Games,Free,139.8M,0.0$,Teen
7970,1097885049,Sweet Princess Makeup Party - Girls Dressup Games,109,4.0,1.2,Games,Free,91.0M,0.0$,Everyone
7971,1097895359,50 50 - The Addictive Slicing Game,2998,4.5,1.8,Games,Free,234.1M,0.0$,Everyone
7972,1097998313,Raccoon Pizza Rush,69,4.5,1.0.6,Games,Free,242.0M,0.0$,Teen
7973,1098006458,Flying Police Car Driving Simulator Free: Criminal Craft Chase,422,4.0,1.0,Games,Free,67.7M,0.0$,Teen
7975,1098041500,First Year Demons,9,2.0,1.0.0,Games,Paid,65.3M,1.99$,Teen
7977,1098099856,Trolls: Crazy Party Forest!,1260,4.0,3.4.1,Games,Free,298.2M,0.0$,Everyone
7979,1098165513,VR Flight Simulator for Google Cardboard,180,3.0,0.8,Games,Free,70.4M,0.0$,Everyone 12+
7983,1098187391,My Town : Wedding Day,95,4.0,1.21,Entertainment,Paid,391.0M,2.99$,Everyone
7984,1098189387,Mahjong Treasure Quest,6557,4.5,2.14.3,Games,Free,116.9M,0.0$,Everyone
7985,1098207701,Sushi Go!,145,4.5,1.6,Games,Paid,85.4M,4.99$,Everyone
7986,1098208851,Jumpy Tree,160,4.5,1.0.6,Games,Free,176.0M,0.0$,Everyone
7987,1098209028,BBC Colouring: Doctor Who,19,3.0,1.2,Entertainment,Paid,86.8M,1.99$,Everyone
7988,1098307964,Iron Maiden: Legacy of the Beast,2152,4.5,3.6.2,Games,Free,257.5M,0.0$,Everyone 12+
7990,1098487609,女子力たったの５、ゴミずら◇恋愛xイケメン育成+放置げー！無料の育成・恋愛・放置ゲーム～,0,0.0,1.0.8,Games,Free,59.0M,0.0$,Teen
7993,1098508571,ダニエル！！今はフリーキック中よ！,0,0.0,1.4,Games,Free,124.8M,0.0$,Everyone 12+
7994,1098539566,Princess Swimming & Spa - Girls Beauty Game FREE,21,4.0,1.0.0,Games,Free,69.0M,0.0$,Everyone
7999,1098619553,"Slots Real Las Vegas - Free Casino Slot Machine Games - Bet, Spin and Win Jackpot & Bonus",115,4.5,1.02,Games,Free,57.7M,0.0$,Adults only
8003,1098758960,Craftmoji - the cute craft sticker App,27,1.5,1.0.28,Entertainment,Paid,37.5M,0.99$,Everyone 12+
8004,1098834577,Todrick,1,5.0,1.1,Social Networking,Paid,17.5M,0.99$,Everyone 12+
8008,1099021080,魔灵觉醒（王者归来）- 3D新职业魔剑士降临,0,0.0,5.2.0,Games,Free,345.7M,0.0$,Teen
8015,1099079526,脱出ゲーム　研究所からの脱出,1,1.0,1.0.0,Games,Free,169.5M,0.0$,Everyone
8016,1099081620,Crazy Craft Mod Guide for Minecraft Pc :Complete and Ultimate for Players,69,1.5,1.1,Games,Paid,61.7M,1.99$,Everyone
8019,1099092384,VR Viewer,14,3.0,1.1.2,Photo & Video,Paid,43.7M,0.99$,Everyone
8021,1099152229,Sports Hero,343,4.0,1.0.3,Games,Free,77.1M,0.0$,Everyone
8023,1099176816,Heuristic Shakespeare - The Tempest,85,5.0,1.0.6,Education,Paid,222.4M,5.99$,Everyone
8024,1099179070,DM2 - The Drum Machine,40,4.5,1.2.3,Music,Paid,89.1M,4.99$,Everyone
8026,1099420627,Color Dotz,326,3.5,1.4,Games,Free,16.4M,0.0$,Everyone
8031,1099703034,"Warhammer 40,000: Regicide",157,3.5,2.2,Games,Paid,719.4M,0.99$,Adults only
8032,1099710942,ビッグバン チャット-友達作り ひま友チャット,0,0.0,1.0,Entertainment,Free,42.2M,0.0$,Adults only
8033,1099735932,Treasure Buster,53,4.5,1.0,Games,Paid,40.0M,0.99$,Everyone 12+
8035,1099859731,东西战神,0,0.0,1.6.0,Games,Free,336.4M,0.0$,Teen
8036,1099862552,Tap Smiths,5112,4.5,1.2.3,Games,Free,135.1M,0.0$,Everyone
8037,1099877033,ひとたがやし,0,0.0,1.6.3,Games,Free,53.9M,0.0$,Everyone 12+
8038,1099950549,Dead Reckoning: The Crescent Case - A Mystery Hidden Object Game (Full),58,4.0,1.0.0,Games,Paid,922.4M,6.99$,Teen
8039,1099961721,Mahjong Solitaire Star! Your Favorite Game!,2731,4.5,1.0.7,Games,Free,57.3M,0.0$,Everyone
8040,1099995778,Punished Talents: Stolen Awards HD - A Mystery Hidden Object Game (Full),45,3.5,1.0.0,Games,Paid,884.0M,6.99$,Teen
8042,1100023494,European Mystery: Flowers of Death HD (Full),68,3.5,1.0.0,Games,Paid,1079.4M,6.99$,Teen
8043,1100029269,Sable Maze: Soul Catcher HD - A Mystery Hidden Object Game (Full),38,3.5,1.0.0,Games,Paid,1175.9M,6.99$,Teen
8044,1100087171,PP基金理财-灵活存取的高收益金融理财平台,0,0.0,2.4.0,Finance,Free,28.1M,0.0$,Everyone
8045,1100088261,Alternative Girls,29,5.0,1.10.0,Games,Free,197.8M,0.0$,Everyone 12+
8046,1100092726,Dropple,243,4.5,3.2.0,Games,Free,195.5M,0.0$,Everyone
8047,1100094604,Magic Legion - Age of Heroes,517,4.5,2.06,Games,Free,227.5M,0.0$,Everyone 12+
8050,1100110635,He-Man™ Tappers of Grayskull™,2190,4.5,2.3.2,Games,Free,426.1M,0.0$,Teen
8051,1100113170,のび毛,0,0.0,1.0.1,Games,Free,28.8M,0.0$,Everyone
8054,1100139790,Dinotrux: Trux It Up!,34,4.0,1.4,Entertainment,Paid,359.5M,1.99$,Everyone
8055,1100147750,Trailer Truck Parking with Real City Traffic Car Driving Sim,173,4.5,1.0,Games,Free,325.8M,0.0$,Everyone
8056,1100160696,BiBi娱乐社区 - 好玩的游戏都在这里！,0,0.0,3.0,Social Networking,Free,48.4M,0.0$,Adults only
8059,1100292960,Castles of Mad King Ludwig,272,4.5,1.1,Games,Paid,85.4M,6.99$,Everyone
8060,1100331256,Dots & Co: A New Puzzle Adventure,10693,4.5,2.9.3,Games,Free,172.3M,0.0$,Everyone
8061,1100472035,Blocko.,182,4.0,1.0.0,Games,Paid,19.2M,1.99$,Everyone
8064,1100573190,Jigsaw Puzzle for Brain Training -PITATOY-,0,0.0,1.1.0,Games,Free,87.8M,0.0$,Everyone
8066,1100578622,Solitaire ∞,2865,5.0,1.0.97,Games,Free,64.8M,0.0$,Everyone
8067,1100591575,enzo!,220,3.5,1.0.2,Games,Paid,12.7M,1.99$,Everyone
8069,1100612577,Cars & Vehicles Puzzle Game for toddlers HD - Children's Smart Educational Transport puzzles for kids 2+,2,3.0,1.0,Games,Paid,46.9M,2.99$,Everyone
8072,1100620736,多融理财(Pro版)-12%高收益理财投资平台,0,0.0,1.6.9,Finance,Free,27.6M,0.0$,Adults only
8075,1100636064,Music and Chill,135,4.0,1.1,Music,Free,27.4M,0.0$,Everyone
8076,1100639820,HorseMoji: Equestrian Emoji,58,2.0,1.3,Entertainment,Paid,15.6M,1.99$,Everyone
8078,1100694944,Curious George Train Adventures,26,3.5,1.2,Education,Paid,194.9M,0.99$,Everyone
8079,1100696971,Gmojiz,95,3.0,1.4,Entertainment,Paid,70.5M,1.99$,Adults only
8080,1100723148,Pikazo – AI art that YOU control,56,4.0,3.2.3,Photo & Video,Free,80.6M,0.0$,Everyone
8082,1100797913,OffRoad Drive Desert,46,4.0,1.0.5,Games,Paid,325.6M,1.99$,Everyone
8083,1100810556,Hidden Expedition: Dawn of Prosperity - A Mystery Hidden Object Game (Full),58,4.5,1.0.2,Games,Paid,822.4M,6.99$,Teen
8084,1100883805,Bud Farm: Grass Roots,6523,4.5,1.10.0,Games,Free,62.8M,0.0$,Adults only
8089,1101015200,少年勇者团 (Combo Warrior)-日系Q萌即时战斗消除RPG手游,0,0.0,2.2.0,Games,Free,549.7M,0.0$,Teen
8099,1101109456,My Majesty,140,3.0,1.1.1,Games,Free,191.0M,0.0$,Everyone 12+
8100,1101141411,Police Sniper Prison Guard,349,4.0,2.5,Games,Free,215.4M,0.0$,Adults only
8103,1101399354,Mystery Trackers: Paxton Creek Avengers - A Mystery Hidden Object Game (Full),67,4.0,1.0.0,Games,Paid,961.9M,6.99$,Teen
8104,1101419354,Aurora - Puzzle Adventure,31,4.5,1.39,Games,Paid,106.8M,1.99$,Everyone
8105,1101436320,TLC GO - Watch Full Episodes and Live TV,708,3.0,2.5.2,Entertainment,Free,30.8M,0.0$,Everyone 12+
8106,1101445404,Starbucks Keyboard,457,3.0,1.3,Food & Drink,Free,34.4M,0.0$,Everyone
8107,1101472953,Mystery Case Files: Ravenhearst Unlocked - A Hidden Object Adventure (Full),82,4.5,1.0.0,Games,Paid,1291.9M,6.99$,Teen
8108,1101501512,Lush Cosmetics,164,4.0,1.2.2,Shopping,Free,49.1M,0.0$,Everyone
8109,1101562772,Billiards8 (8 Ball & Mission),0,0.0,1.0.0,Games,Free,301.1M,0.0$,Everyone
8113,1101582722,The Island:Brave Heart,7,3.0,1.3.2,Games,Paid,167.7M,0.99$,Everyone 12+
8121,1101635974,Spot the Difference!診断テスト,0,0.0,1.0.1,Entertainment,Free,15.5M,0.0$,Adults only
8123,1101675121,Catch the Bus,10,3.0,1.1,Games,Free,354.1M,0.0$,Everyone
8127,1101691540,Worm.is: The Game,1433,4.5,2.1.0,Games,Free,77.9M,0.0$,Teen
8130,1101744458,Civil War: Bloody April,24,2.0,1.0,Games,Paid,217.9M,1.99$,Everyone 12+
8131,1101848745,Runaway Toad,22,4.0,1.1,Games,Paid,224.6M,2.99$,Everyone
8133,1102054727,Snake Slither Run - Hungry Worm Eat Color Dot,9034,4.5,1.3,Games,Free,33.6M,0.0$,Everyone
8134,1102056464,Skateboard Party 3 ft. Greg Lutzka,36,4.5,1.0.4,Games,Paid,1409.6M,1.99$,Teen
8139,1102291071,ピンポンカーブ  君の反射神経Lvはいくつ？  #天才求ム,0,0.0,1.2,Games,Free,122.1M,0.0$,Everyone
8149,1102339559,Relay – Multiple Location Maps,17,3.5,1.0.3,Travel,Paid,19.2M,1.99$,Everyone
8150,1102346079,Brake or Break,5,5.0,1.4.1,Games,Free,78.5M,0.0$,Teen
8152,1102362078,Las Vegas Valet Limo and Sports Car Parking,220,4.5,1.0,Games,Free,239.0M,0.0$,Everyone
8153,1102364578,Fit 私人健身教练-超有效的健康运动减肥软件,0,0.0,2.3.3,Health & Fitness,Free,114.4M,0.0$,Everyone
8154,1102411902,Escape from the Art Gallery.,7,4.0,1.5,Games,Free,105.0M,0.0$,Everyone
8156,1102448232,Rule with an Iron Fish: A Pirate Fishing RPG,286,5.0,1.4,Games,Paid,95.7M,2.99$,Everyone
8157,1102448236,Winter Fugitives 2: Chronicles,111,4.0,1.4,Games,Free,158.6M,0.0$,Everyone 12+
8158,1102495460,Pan Book 3: Key to the Capitol,1,5.0,1.3.1,Book,Paid,768.6M,5.99$,Everyone
8159,1102508135,PAC-MAN Pop,1000,4.5,2.1.6471,Games,Free,235.7M,0.0$,Everyone
8160,1102520605,CNN Politics,254,3.0,2.8.2,News,Free,29.0M,0.0$,Everyone
8163,1102659097,妙资理财-探索版（安全稳健高收益理财神器  ）,0,0.0,3.0.20,Finance,Free,30.2M,0.0$,Everyone
8164,1102660950,梦幻轩辕,0,0.0,10.99,Games,Paid,255.3M,0.99$,Everyone
8168,1102687865,坂本ですが？秘技…フリータイムキラー,0,0.0,1.0.10,Games,Free,88.3M,0.0$,Everyone
8173,1102742855,Red Bull Air Race 2,104,4.0,1.1.1,Games,Free,565.9M,0.0$,Everyone
8176,1102810225,FURBY CONNECT World,422,2.5,1.4.3,Games,Free,257.9M,0.0$,Everyone
8177,1102814563,Pepi House,46,4.5,1.0.3,Education,Paid,169.2M,2.99$,Everyone
8178,1102828488,Delicious - Emily’s Message in a Bottle,333,4.0,1.5,Games,Free,321.2M,0.0$,Everyone
8179,1102924965,Ummo,44,3.5,1.0.6,Lifestyle,Paid,27.7M,1.99$,Everyone
8180,1102943846,JIFFMOJI,148,4.5,1.3,Entertainment,Paid,28.6M,1.99$,Everyone
8185,1103099404,日曜劇難99.9,0,0.0,1.0.2,Games,Free,32.6M,0.0$,Everyone
8189,1103201207,Dinosaur Games: Puzzle for Kids,15,4.0,2.0,Games,Paid,49.9M,2.99$,Everyone
8190,1103209451,Eklips,54,4.5,1.0.4,Games,Paid,26.3M,1.99$,Everyone
8192,1103278932,Slip Away,1102,4.0,3.0.5,Games,Free,204.5M,0.0$,Everyone
8194,1103310426,My Town : Fashion Show,60,4.5,1.2,Entertainment,Paid,289.9M,2.99$,Everyone
8195,1103314372,脱出ゲーム 古城からの脱出,1,4.0,1.0.4,Games,Free,125.0M,0.0$,Everyone 12+
8197,1103438575,Microsoft Solitaire Collection,2432,4.0,1.6.1,Games,Free,180.7M,0.0$,Everyone
8200,1103570293,Stickninja Smash,67,4.5,1.3.0,Games,Free,117.6M,0.0$,Everyone 12+
8205,1103631263,Perfect Fit,53,3.0,1.0.3,Games,Free,26.0M,0.0$,Everyone
8206,1103637547,Coach Bus Simulator,1621,4.0,1.3.0,Games,Free,270.8M,0.0$,Everyone
8210,1103679001,5-in-1 Emoji Widget Games - GameMoji,40,3.5,2.0,Utilities,Paid,13.0M,0.99$,Everyone
8211,1103702902,Red 7 - play Digital Red7 Card Game with Friends,18,3.0,1.3.0,Games,Paid,181.3M,2.99$,Everyone
8213,1103804173,Super SteamPuff,7,4.5,1.3.1,Games,Paid,144.5M,0.99$,Teen
8214,1103857857,Miss U: Official App,97,3.0,3.2,Entertainment,Free,48.7M,0.0$,Teen
8215,1103901846,Fantastic Beasts™: Cases,1896,4.5,2.3.7804,Games,Free,287.3M,0.0$,Everyone 12+
8216,1103942426,ChyMoji by Blac Chyna,220,4.5,1.3,Entertainment,Paid,9.7M,1.99$,Adults only
8220,1104112723,ジョナサンアプリ　お得なクーポンが使える便利なアプリ,0,0.0,1.1.0,Food & Drink,Free,17.6M,0.0$,Everyone 12+
8221,1104124222,Ultrapic,48,2.5,1.4.1,Photo & Video,Paid,29.6M,1.99$,Everyone
8226,1104191752,Dr. Panda Bath Time,15,4.5,1.0,Education,Paid,168.1M,2.99$,Everyone
8227,1104214157,Stick Soccer 2,22,4.5,1.0.8,Games,Free,179.1M,0.0$,Everyone
8229,1104219495,EggPunch 2 - adventure puzzle game,0,0.0,1.3.18,Games,Paid,198.8M,0.99$,Everyone
8232,1104247866,新・血液型テスト,0,0.0,1.0.0,Book,Free,7.1M,0.0$,Everyone
8233,1104415942,UNCHARTED: Fortune Hunter™,411,4.5,1.2.2,Games,Free,433.3M,0.0$,Everyone 12+
8235,1104486867,Partly Sunny - Weather Forecasts,88,4.5,1.2,Weather,Paid,19.6M,2.99$,Everyone
8241,1104655318,Littlebook - for Facebook on Watch,62,3.0,2.0.1,Social Networking,Paid,24.7M,2.99$,Everyone
8245,1104692136,Snakeio,13870,4.5,1.9.4,Games,Free,72.5M,0.0$,Everyone
8246,1104698715,OdellMoji by Odell Beckham Jr.,21,4.5,1.0.1,Entertainment,Paid,8.6M,1.99$,Everyone 12+
8247,1104795347,"iFiles 2 - File Manager, Cloud Storage, PDF Reader",54,3.5,2.1.0,Productivity,Paid,84.1M,4.99$,Adults only
8248,1104797523,Clash of Crime Mad City Full,0,0.0,1.2.1,Games,Paid,177.3M,0.99$,Adults only
8249,1104814161,VR MUSEUM,0,0.0,1.0.3,Games,Paid,83.7M,4.99$,Adults only
8250,1104816326,"Theremin Synth - Loop, Record & Download",8,4.0,2.1.0,Music,Paid,1.8M,2.99$,Everyone
8253,1104855278,少年西游记－西游卡牌王者之作,45,4.5,1.8.11,Games,Free,139.2M,0.0$,Everyone 12+
8255,1104869703,Gate Keepers,41,3.5,1.3,Games,Free,102.7M,0.0$,Everyone
8259,1104879125,애드픽 - 인플루언서가 되어 의미있는 수익을 올리세요!,0,0.0,1.0.9,Business,Free,26.7M,0.0$,Everyone 12+
8262,1104882704,每日红包,0,0.0,1.1.0,Entertainment,Free,27.0M,0.0$,Adults only
8264,1104911266,Tetminos - Classic Puzzle Game,0,0.0,1.0.0,Games,Free,54.4M,0.0$,Everyone
8265,1104912882,Obstacle Course Extreme Car Parking Simulator,153,4.0,1.0,Games,Free,204.1M,0.0$,Everyone
8266,1104945393,"Miss Hollywood: Lights, Camera, Fashion! - Pet Fun",1283,4.5,1.3,Entertainment,Free,570.4M,0.0$,Everyone
8267,1104966982,Cricket Captain 2016,7,3.0,1.5,Games,Paid,385.5M,3.99$,Everyone
8268,1104986393,Game Switch,363,4.0,1.6,Games,Free,40.4M,0.0$,Everyone
8270,1105246469,心动K歌恋爱季-让我们一起唱歌听歌恋爱吧,0,0.0,1.14.31,Games,Free,298.4M,0.0$,Everyone 12+
8277,1105291416,Virginia Tech Emoji,50,3.0,1.3,Utilities,Free,37.8M,0.0$,Everyone
8278,1105294926,MadOut Open City,80,3.0,4,Games,Paid,460.3M,1.99$,Everyone 12+
8279,1105304995,30秒マン-これクリアできるやついる？-,0,0.0,1.0.1,Games,Free,14.0M,0.0$,Everyone
8285,1105385887,Escape Game: Forgotten,55,5.0,1.1,Games,Free,47.0M,0.0$,Everyone
8286,1105390093,"""klocki""",587,4.5,1.01,Games,Paid,93.4M,0.99$,Everyone
8287,1105408313,My Town : Hotel,123,4.0,1.2,Entertainment,Paid,395.2M,2.99$,Everyone
